main_category,title,average_rating,rating_number,features,description,price,store,categories,details,parent_asin
All Beauty,Shower Jellies (Blueberry Cobbler),4.0,297,[],[],,Bella and Bear,[],"{'Skin Type': 'Sensitive', 'Brand': 'Bella and Bear', 'Scent': 'blueberry cobbler', 'Number of Items': '1', 'Unit Count': '3.4 Ounce', 'Product Dimensions': '2.5 x 2.5 x 2.5 inches; 4.16 Ounces', 'UPC': '851586007606'}",B084GGP5SQ
All Beauty,Brown & Blonde Highlight Tape in Human Hair Extensions Long Straight Seamless Skin Weft Hair Invisible Double Sided Tape 20pcs 30g+10pcs Extra Tapes Medium Brown mixed Dark Blonde #4-27 18inch,3.6,6,[],[],,Benehair,[],"{'Brand': 'Benehair', 'Material': 'Human Hair', 'Extension Length': '18 Inches', 'Hair Type': 'Straight', 'Installation Type': 'Tape-In', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '11.5 x 7 x 0.6 inches; 3.2 Ounces', 'UPC': '765951854224'}",B07DVG18X9
All Beauty,"Facial Kit For Women - Includes Facial Mask, Facial Makeup Wipes, Nose Strips, Facial Cleansers, Facial- Self Care Package For Women (Multivitamin Facial Kit)",4.5,26,[],[],,Golden Gift Box,[],"{'Brand': 'Golden Gift Box', 'Item Form': 'Wipes', 'Skin Type': 'All', 'Special Feature': 'Not Tested On Animals', 'Unit Count': '1.00 Count', 'Product Dimensions': '9 x 9 x 3 inches; 2.47 Pounds', 'UPC': '758176585684'}",B08BF4BKKM
All Beauty,"Vaultz Locking Makeup Artist Case, Black White Stripe (VZ03755)",4.3,1621,"['Perfect for a large makeup collection', 'Built-in 14 brush holder in lid with cover; Customize space with 5 adjustable dividers', 'Convenient handle for easy carrying; Sturdy key lock', 'Removable, divided, upper tray for simple access to lower compartment', 'Hard-sided construction prevents items from being crushed']","['At Vaultz, ""If it\'s Important to You, Lock It Up."" The Vaultz Makeup Artist Case allows you to lock your personal and private items up in style. This durable and chic box is ideal for carrying makeup and other cosmetics on the go. The reliable key lock provides security, and the sturdy construction features steel corners, aluminum reinforcement, and a convenient handle for easy carrying. This makeup case features a built-in 14 brush holder in lid, a removable, divided, upper tray for simple access to lower compartment and 5 adjustable dividers to customize the space. This is a makeup case that you are sure to love. Black White Stripe.']",67.49,Vaultz,[],"{'Product Dimensions': '9.75 x 9.13 x 15.38 inches; 2.8 Pounds', 'Item model number': 'VZ03755', 'UPC': '826030037553', 'Manufacturer': 'Ideastream Consumer Products, LLC'}",B082245PK2
All Beauty,8 Pack 6 inch Large Big Grosgrain Ribbon Hair Bows Clips with Bottle Cap Center for Girls Toddlers Kids Teens,3.7,11,[],[],,LCLHB,[],"{'Brand': 'LCLHB', 'Age Range (Description)': 'Child', 'Number of Pieces': '8', 'Recommended Uses For Product': 'Casual', 'Package Dimensions': '7.72 x 7.64 x 1.57 inches; 7.16 Ounces'}",B08K7MKKT2
All Beauty,Nu Faux Locs Crochet Hair Long Faux Locs Crochet 24 Inch 6 Packs Soft Locs Crochet Hair for black women 20 strands/pack (1B/Bug),4.0,2,[],[],,Liang Dian,[],"{'Brand': 'Liang Dian', 'Extension Length': '24 Inches', 'Hair Type': 'Curly,wavy', 'Package Dimensions': '11.69 x 9.8 x 3.46 inches; 1.54 Pounds', 'UPC': '738631321064'}",B08F9XLRCK
All Beauty,Satin Bridesmaid Scrunchies Bachelorette Hair Ties Set of 6 sunglasses Bridal Shower No Damage Hairties ideas Gift for Wedding Party Favors Bridesmaid Proposal Gifts (12pcs Sage Green),4.6,96,"['Good ideas Loanzeg Scrunchies bulk pack includes 12pcs hair Scrunchies and 12pcs sunglasses gifts for the bridesmaid.1pcs for you and 11pcs for your friend, Perfect as bachelorette party favors and bridesmaid gifts!', 'High quality Hair elastic scrunchy with a diamond card""to have and to hold Your Hair Back"" Exquisite bronzing decorative cards is very cute!', 'Bridesmaid hair ties make of satin fabric with good texture, durable, soft and stretchable enough Beautiful decoration that can be used easily.These can use as cute bracelets.', ""Gift for the bride to be! Share these with your beautiful girls！All designs are for girls, perfect designs, make every girl's more beautiful!!"", ""It is suitable for many occasions, not only as a gift for bridesmaids and brides, but also as a daily gift, teachers' day, Valentine's Day, boudoir's day, mother's day, etc. It is widely used and is a gift choice that you will not regret.""]","['Good ideas Loanzeg Scrunchies bulk pack includes 12pcs hair Scrunchies and 12pcs sunglasses gifts for the bridesmaid.1pcs for you and 11pcs for your friend, Perfect as bachelorette party favors and bridesmaid gifts!', 'High quality Hair elastic scrunchy with a diamond card""to have and to hold Your Hair Back"" Exquisite bronzing decorative cards is very cute!', 'Bridesmaid hair ties make of matte, twill satin fabric with good texture, durable, soft and stretchable enough Beautiful decoration that can be used easily.These can use as cute bracelets.', ""Gift for the bride to be! Share these with your beautiful girls！All designs are for girls, perfect designs, make every girl's more beautiful!!"", ""It is suitable for many occasions, not only as a gift for bridesmaids and brides, but also as a daily gift, teachers' day, Valentine's Day, boudoir's day, mother's day, etc. It is widely used and is a gift choice that you will not regret.""]",39.99,Loanzeg,[],"{'Color': '12pcs Sage Green', 'Material': 'Satin', 'Item Form': 'Scrunchie', 'Brand': 'Loanzeg', 'Hair Type': 'Sage', 'Package Dimensions': '7.64 x 5.39 x 4.17 inches; 1.01 Pounds'}",B0BDYXW42R
All Beauty,"Eggplant Clearing Cleansing Oil Pad 60 pads, Makeup remover pad. Exfoliating. Simple easy quick wipe. Moisturizing cleansing oil pad",4.4,37,[],[],,PAPA RECIPE RIGHT FOR SKIN,[],"{'Brand': 'PAPA RECIPE RIGHT FOR SKIN', 'Skin Type': 'Sensitive', 'Unit Count': '1.00 Count', 'Number of Items': '1', 'Age Range (Description)': 'Adult', 'Package Dimensions': '3.98 x 3.82 x 2.72 inches; 10.86 Ounces'}",B08PHS33D9
All Beauty,"False Eyelashes with Eyeliner, Lash Glue Liner 3 Pairs Fluffy 3D Fake Eyelashes with Magic Eyeliner Pen Self-adhesive -No Glue No Magnet Needed-Strong Hold for False Lashes",4.0,223,[],[],,Ruairie,[],"{'Color': 'Black', 'Brand': 'Ruairie', 'Material': 'Faux Mink', 'Material Feature': 'Latex Free', 'Item Form': 'Pair', 'Package Dimensions': '5.83 x 5.35 x 0.47 inches; 1.76 Ounces', 'UPC': '734830950968'}",B088D29XYP
All Beauty,Elegant Black Quality Plastic Shark Tooth / Comb Design Head Band / Hair Holder By VAGA,3.8,17,"['To view the full range of products please click on the brand name ""VAGA"" under the title of this listing.', 'Due to the special comb-like design this hair band will hold firmly any kind of hair without uncomfortable pressure on the scalp.', 'The material this hairband is made of is strong and will not break even if stored in the luggage and transported, it is also really easy to clean with soap and warm water.', 'In our shop you can find many fabulous, high quality hair styling accessories that will make it faster and easier for you to create stunning hairdos every day and for special occasions, as if they were made by a professional hairdresser.']","['Shark Tooth Shaped Black Plastic Headband', 'If you would like to see more high quality VAGA products, click on our brand name under the title of this listing.Strong headband will effectively hold straight, smooth hair as well as curly and fuzzy.Headband is 3.5cm wide.']",3.49,VAGA,[],"{'Color': 'Black', 'Material': 'Plastic', 'Brand': 'VAGA', 'Size': 'One Size', 'Item Form': 'Elastic', 'Is Discontinued By Manufacturer': 'No', 'UPC': '661799009348', 'Manufacturer': 'VAGA'}",B00RIT53JO
All Beauty,100% PURE Coconut Body Scrub Exfoliating Deep Cleanse with Sea Salts & Nourishing Oils - Natural Deeply Moisturizing Skincare - Vibrant Radiant Skin Restore & Pore Cleanser - Vegan - 10oz,3.8,25,"['BUFF OUT THE ROUGH SPOTS - Skin-quenching bath and shower rub scrubs away flakes, bumps, and dry patches everywhere from hand, foot to bum revealing a radiant, deeply nourished bod.', 'RESTORE THAT YOUTHFUL GLOW - Detoxifying crystals gently exfoliate with fatty acids and vitamin E to help protect skin from free radical damage and jojoba to soothe dryness and chafing for smooth, comfortable, super soft skin.', 'MIND-BENDING DETOXIFICATION - Your skin deals with a lot day to day causing it to lose its luster; let sea salt and coconut transport your skin and senses to a tropical island of full-body rejuvenation where softer, healthier-looking skin lives.', 'GIVE YOUR SKIN SOME LOVE - Stimulate and remove the buildup of dead skin cells, and prep skin to better absorb moisture from creams and lotions with a non-greasy moisturizing plant-based and antioxidant blend.', ""BEAUTY DOESN'T GET ANY CLEANER - You don't have to choose health or beauty, have both. With well-researched healthy, natural, and organic ingredients and strict purity standards, we bring cruelty-free products from ethically sourced ingredients without harsh toxic chemicals, heavy metals, or dyes. Gluten-free, vegan, and Made in the USA.""]","['Crystalline sea salt scrub smoothes while softening skin with rich, supple moisture. Suspended in a base of silky sunflower and apricot oils, this emollient sea salt scrub buffs away bumps and flakes to reveal glowing, rejuvenated skin.']",38.0,100% PURE,[],"{'Brand': '100% PURE', 'Material Feature': 'Natural', 'Number of Items': '1', 'Scent': 'Coconut', 'Recommended Uses For Product': 'Exfoliating', 'Package Dimensions': '3.66 x 3.62 x 1.93 inches; 11.99 Ounces', 'UPC': '843585107999', 'Manufacturer': '100% PURE'}",B09KX5N1DR
All Beauty,Premium Quality Stainless Steel Manicure/Pedicure Cuticle Pusher/Scraper By VAGA,4.0,48,[],[],6.99,VAGA,[],"{'Is Discontinued By Manufacturer': 'No', 'UPC': '820103562836'}",B00G99SNKU
All Beauty,"Reusable Shower Cap for Women – Leakproof, Nonslip Hair Cap for Shower w/ Comfy Flexiband – Soft, Breathable Shower Caps for Women Reusable Waterproof – Durable, Heavy Duty Shower Cap by SMPL OBJECTS (Marble)",4.5,1210,"['DON’T RISK RUINING YOUR HAIRSTYLE with LEAKY plastic hair caps that DON’T FIT. The SMPL OBJECTS Shower Cap is uniquely designed with our LEAKPROOF, nonslip silicone Forehead Strip, keeping your waterproof shower cap SECURELY IN PLACE without leaving creases. Made to fit head sizes up to a 24” circumference, this hair shower cap features our elastic Flexiband for THE PERFECT COMFY FIT.', 'THE AVERAGE SHOWER HAIR CAP is poorly made with flimsy materials, FALLING APART after a few uses. Crafted out of DURABLE, 100% waterproof polyester with a LIGHTWEIGHT, BREATHABLE feel, our washable shower cap is SOFT TO THE TOUCH and resistant to wrinkling & tearing. So you can count on it for LONG-LASTING PROTECTION against moisture – and say buh-bye to the WASTEFUL CYCLE of plastic hair caps.', 'MAKE EVERY SHOWER A LUXURY – Our quality-made womens shower caps help MAINTAIN YOUR BLOWOUT, natural curls, or whatever hairstyle you rock by LOCKING OUT MOISTURE in the shower. Not only will your follicles benefit from LESS FREQUENT WASHINGS, our shower bonnet will also eliminate the EXTRA TOUCH-UPS you would normally have to do post-shower – SAVING TIME, and saving your mane from EXCESS HEAT.', 'THE ULTIMATE BEAUTY GIFT – in a CHIC, CHARMING PACKAGE. In your choice of 5 VIBRANT PATTERNS, this shower cap for long hair, medium hair, and short hair has a gorgeous retro look that’s SLEEK & STREAMLINED compared to other bulky hair caps for women. Our head cap bonnets make perfect STOCKING STUFFERS, White Elephant gifts, birthday gifts for Mom, or centerpieces for a luxurious SPA GIFT BASKET!', 'At SMPL OBJECTS, we believe self-care is essential to your wellness and beauty – inside and out. As a woman-owned, woman-operated business based in Toronto, we make our reusable shower caps with only the best materials and craftsmanship. Your satisfaction is our top priority. If you don’t love your adult shower cap, our team is standing by to help.FRIENDLY: Go green with this washable, reusable shower cap that helps protect the environment.']",[],19.99,SMPL objects,[],"{'Brand': 'SMPL objects', 'Material': 'Polyester', 'Age Range (Description)': 'Adult', 'Pattern': 'Marble', 'Number of Items': '1', 'Package Dimensions': '9.21 x 6.97 x 0.67 inches; 0.63 Ounces', 'Manufacturer': 'SMPL Objects', 'Country of Origin': 'China'}",B09GNXK3N1
All Beauty,"16 Pieces Parting Comb Sectioning Clips Set, Carbon Stainless Rat Tail Combs Pintail Comb and Duckbill Hairpin Barber Teasing Parting Styling Combs for Hair Styling Hairdressing (Purple)",4.7,731,"['Package content: you will receive totally 8 pieces of parting comb and 8 pieces of sectioning clips, enough to meet your hair styling needs', 'Long handled comb: the teasing comb is designed with a slender stainless steel long tail, which is very suitable for styling, parting, combing back, post-styling and hair dye', 'Plastic hair clips: the hair clip is designed with good elastic spring to fix the hair in a soft and safe way, they also do not leave dents on the hair', 'Size detail: the size of teasing comb is about 8.67 x 1.1 inch/ 22 x 2.8 cm, the length of clips is approx. 3.15 inch/ 8 cm, manual measurement, please allow a slight error in size', 'Multiple applications: hair zone clip and long tail combs are suitable for salons, formal occasions and daily use, a good choice for hair stylist in professional hair salons, perm, separate, zone and dye hair or home DIY accessories']",[],8.99,Patelai,[],"{'Material': 'Plastic, Metal', 'Brand': 'Patelai', 'Hair Type': 'All', 'Color': 'Purple', 'Unit Count': '1.00 Count', 'Package Dimensions': '9.84 x 5.12 x 0.63 inches; 4.97 Ounces', 'Item model number': 'Patelai-2943736', 'Manufacturer': 'Patelai'}",B08QJ9GZV2
All Beauty,QTHAIR 613 Bundle Body Wave Human Hair 12A Grade Light Blonde Color Bundles 613 Color Body Weave Human hair Extensions 100g/Bundle 3-4bundles can be full head 8inch Brazilian Honey Blonde Bundles Hair Weave,4.3,1445,"[""【Advantage】Our 613 Blonde Body Wave Human Hair Bundle is from Professional Hair Factory Supplier and Trustworthy Brand.It's Silky,Soft,Tight and Neat.No Tangle,No Shedding,No Smell, No Lices, Easy to Be Bleached and Takes Color Very Well to Show Your Charming Perfectly."", '【Raw Material】613 Human Hair Bundles, 100% Unprocessed Brazilian Virgin Hair Bundles, Cut from Young Girl Donors.Can Be Dyed, Permed,Curled and Restyled,Thick and Full, No Shedding and Tangle Free.', '【Hair Quality】 12A Grade Blonde Brazilian Body Wave Human Hair Bundle is Soft and Silky, Natural and Healthy, You Can Wear the Hair For a Long Time with Gorgeous Hair Style and Beautiful Lustrous Hair Color.', '【Length & Weight】 Our 613 Body Wave Bundle is True to Length & Full to Weight, each Bundle is 95+-gram, 3 Bundles for 8-16inch, 4 bundles for 18-26inch are Enough for A Full Head.', '【Fast Delivery】 613 Honey Blonde Human Hair Bundle is with Double Machine Weft,Tight and Neat,Tangle-free ,Minimal Shedding,No Chemical Treatment for Black Women.']","['Our factory specializes in all kinds of Human Hair products. We only sell 100% Real Human Hair.No shedding & No tangle, 100% Human hair Unprocessed Human Hair, super soft and smooth.', 'Advantage', ':Factory direct, no middle charge.', 'Quality', ':Natural Root-to-Tip hair only, 100% unprocessed human hair, dyeable, bleachable, can be ironed, permed, no shedding, no tangling.']",24.86,QTHAIR,[],"{'Brand': 'QTHAIR', 'Color': '#613 Color', 'Material': 'Human Hair', 'Extension Length': '8 Inches', 'Hair Type': 'Wavy', 'Package Dimensions': '11.73 x 6.85 x 1.38 inches; 1.6 Ounces', 'Manufacturer': 'QTHAIR'}",B0BNKHNWDW
All Beauty,WET N WILD Fergie Heavy Metal Nail Polish - Mazel Tov Madness,3.0,1,[],[],6.48,Wet 'n' Wild,[],"{'Brand': ""Wet 'n' Wild"", 'Item Form': 'Liquid', 'Age Range (Description)': 'Adult', 'Unit Count': '1.00 Count', 'Liquid Volume': '0.42 Fluid Ounces', 'Item Weight': '7.76 Ounces', 'UPC': '794437267579 077802342669'}",B00GVIM4ZY
All Beauty,3 Multi-Dimensional Shades Highlighter Palette Creamy Smooth Eyeshadow Cosmetic Set,2.9,11,[],[],,,[],"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '5.5 x 2.2 x 0.5 inches; 0.81 Ounces', 'UPC': '712069240791'}",B079BHMD46
All Beauty,WUDAS 7 Packs Passion Twist Hair 12 Inch Water Wave Crochet Hair for Braiding Short Passion Twist Crochet Hair for Butterfly Locs (7Pac.T27),4.6,4,[],[],,WUDAS,[],"{'Brand': 'WUDAS', 'Extension Length': '12 Inches', 'Hair Type': 'Wavy', 'Material Feature': 'Natural', 'Package Dimensions': '11.06 x 7.68 x 2.76 inches; 13.76 Ounces'}",B09M9DT9GM
All Beauty,"Imbue Intimate Wash for Women| Vegan Feminine Wash | Alcohol Free, Sulphate Free, Paraben Free, No Artificial Fragrance | 3.38 oz",3.8,89,"['Natural, Plant Based, Vegan Feminine Wash. Formulated with ingredients like Aloe Vera, Neem, Banyan Fig , Tea Tree oil with the added power of Panchvalkala. Panchvalkala is formulation prepared with the barks of five trees mentioned in Indian Traditional Science (Ayurveda) for its effectiveness in vaginal cleansing.', 'Maintains the natural PH balance of the skin and reducing susceptibility to vaginal infections.', 'Helps prevents itching , irritation , odour and dryness.', 'Feminine Wash that is Cruelty Free, Alcohol Free, Paraben Free, Sulphate Free, No Artificial Fragrance', 'Easy to use flip top bottle extremely handy while bathing or showering. Contains 3.38 oz.']",[],10.8,IMBUE,[],"{'Item Form': 'Liquid', 'Skin Type': 'All', 'Brand': 'IMBUE', 'Scent': 'Tea Tree, Neem, Aloe Vera', 'Material Feature': 'Natural, Cruelty Free, Plant Based', 'Product Dimensions': '2.36 x 1.38 x 4.33 inches; 3.38 Ounces', 'Manufacturer': 'IMBUE'}",B07ZHGNPZM
